question,gold answer,KITLM,"GPT3.5-turbo ChatGPT, 1 shot",GPT3_FineTuned_2-epochs
What is the landing gear type of the registered aircraft involved in [AccidentNumber_CHI02TA149],Tailwheel,tailwheel,N/A,tricycle
What could have contributed to the cause of the accident [AccidentNumber_CEN13CA040],NotSpecified|Attain/maintainNotPossible|Notattained/maintained|CapabilityExceeded|STUDENT_PILOT|FLIGHTCREW|NOT_SPECIFIED|INSTRUCTOR/CHECK_PILOT|PILOT_IN_COMMAND,notspecified,N/A (The accident number provided does not exist in the database),_unknown_personnel_management_personnel_management_personnel_personnel_personnel_personnel_personnel_personnel_personnel_personnel_personnel_personnel_personnel_personnel_person
What is the Emergency Locator Transmitter of the registered aircraft involved in [AccidentNumber_ATL02FA072],"Installed, not activated","installed, not activated",N/A,"installed,not activated/used,not installed/used,not activated/used,not installed/used,not activated/used,not installed/used,not activated/used,not installed/used,not activated/used,not installed/"
What is the serial number of the registered aircraft involved in [AccidentNumber_SEA04FA031],44-96126,108-59,"N/A (The question is asking about a specific accident and without access to the relevant database, the serial number cannot be determined by an AI language model)",C-GJHJ-1C038-0A039-0A040-0A041-0A042-0A043-0A044-0A045-0A046-0A047-
What was the condition of light when the accident of aircraft registered with [Registration_N3101G] occurred,Day,day,N/A,"VFR day/night conditions lighted/unlighted,lighted/unlighted,lighted/unlighted,lighted/unlighted,lighted/unlighted,lighted/unlighted,lighted"
Who is the registered owner of the registered aircraft involved in [AccidentNumber_SEA02LA117],Gordon I. Buslack,david j. shear,N/A,The registered owner of the registered aircraft involved in [AccidentNumber_SEA02LA117] is the owner of the registered aircraft.
Where did the accidents with accident of aircraft registered with [Registration_N6846J] occur,MO,nv,N/A,florida
Which cities have the accidents of the aircraft registered with [Registration_N4269B] occurred in,Sa0.0tonio,baltimore,N/A (There is no record of an aircraft with Registration_N4269B being involved in an accident),"Bakersfield,California;Casper,Wyoming;Denver,Colorado;Fresno,California;LasVegas,Nevada;LosAngeles,California;Phoenix,Arizona;SanDiego,California;Tucson"
What is the aircraft manufacturer of the registered aircraft involved in [AccidentNumber_MIA02LA077],Cessna,cessna,N/A,craigaircraftinc.com/craigaircraftinc.com/craigaircraftinc.com/craigaircraftinc.com/craigaircraftinc.com/craigaircraft
What is the aircraft manufacturer of the registered aircraft involved in [AccidentNumber_CHI04CA250],Piper,barr,N/A (The given Accident Number is invalid or incorrect. Please provide a valid Accident Number.),craigaircraftinc.com/aircraft/craig-aircraft-inc-c-a-i-c-a-i-c-a-c-a-c-a-c-a-c
What could have contributed to the cause of the accident [AccidentNumber_CHI01LA079],UNKNOWN|PILOT_IN_COMMAND,other,N/A (The provided Accident Number is incomplete/incorrect),other_maintenance_personnel_personnel_of_other_aircraft_organizations_personnel_of_other_organizations_personnel_of_unknown_organization_personnel_of_unknown_organization
What is the engine model of the registered aircraft involved in [AccidentNumber_FTW01FA111],TPE331-10,io-540-k1g5,N/A,1a-b1a-a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a
What was the medical certification of the pilot in the aircraft involved in [AccidentNumber_ATL04CA146],Class 2 Valid Medical--no waivers/lim.,class 3 with waivers/limitations,N/A, Class 2 valid medical--w/ waivers/lim. waivers/lim. not
What is the aircraft category of the registered aircraft involved in [AccidentNumber_CHI01FA129],Airplane,airplane,N/A,turboprop:turbopropengineonly;turboprop:turbopropengineandflightcontrols;turboprop:turbopropengineandflightcontrolswithrudder;turboprop:
What is the aircraft model of the registered aircraft involved in [AccidentNumber_ATL04LA001],Hornet,172r,N/A,c-46b-2a-1b-1b-1b-1b-1b-1b-1b-1b-1b-1b-1b-1b-1b-1b-
What was the condition of light when the accident of aircraft registered with [Registration_N9864F] occurred,Day,day,N/A - There is no information available about the condition of light during the accident of aircraft registered with Registration_N9864F.,"VFR day/night conditions lighted/unlighted,lighted/unlighted,lighted/unlighted,lighted/unlighted,lighted/unlighted,lighted/unlighted,lighted"
What is the aircraft manufacturer of the registered aircraft involved in [AccidentNumber_CHI04CA132],Cessna,piper,N/A,craigaircraft.com/aircraft/craig-aircraft-c-a-2-a-3-a-4-a-5-a-6-a-7-a-8-a-
What is the landing gear type of the registered aircraft involved in [AccidentNumber_CHI05LA064],Tailwheel,retractable-tricycle,Tricycle - Fixed,tricycle
What is the airworthiness certificate of the registered aircraft involved in [AccidentNumber_MIA03LA139],Experimental,normal,Standard/Normal.,normal;utility;single-engineland;single-engineland;single-engineland;single-engineland;single-engineland;single-engineland;single-engineland;single-eng
What was the airplane rating of the pilot in the aircraft involved in [AccidentNumber_LAX02LA100],Multi-engineLand;Multi-engineSea;Single-engineLand;Single-EngineSea,single-engineland,N/A,Single-engineland;single-enginesea;single-enginesea;single-enginesea;single-enginesea;single-enginesea;single-enginesea;single-enginesea;single-
Who is the engine manufacturer of the registered aircraft involved in [AccidentNumber_DEN01LA080],Rotax,lycoming,N/A,turbomeca/turbomeca-alpina/turbomeca-alpina-2/turbomeca-alpina-2a/turbomeca-alpina-2b/t
What could have contributed to the cause of the accident [AccidentNumber_CEN10LA234],Attain/maintainNotPossible|Notattained/maintained,notattained/maintained,Pilot’s failure to maintain clearance from terrain while maneuvering at a low altitude.,_unknown_personnel_management_personnel_management_personnel_personnel_personnel_personnel_personnel_personnel_personnel_personnel_personnel_personnel_personnel_personnel_person
Which pilots have been involved in the accident of aircraft registered with [Registration_N81310],Pilot_NYC02FA152,pilot_ftw03la002,N/A,pilot_chi01la039a039a039a039a039a039a039a039a039a039a039a039a039a039a039
Which cities have the accidents of the aircraft registered with [Registration_N68472] occurred in,BRISTOW,plano,N/A (No such information is provided in the given data),"bakersfield,ca;chicago,il;dallas,tx;denver,co;detroit,mi;houston,tx;losangeles,ca;memphis,tn;newyork,ny;philadelphia"
What could have contributed to the cause of the accident [AccidentNumber_WPR15LA036],STUDENT_PILOT|FLIGHTCREW|NOT_SPECIFIED|INSTRUCTOR/CHECK_PILOT|PILOT_IN_COMMAND|Attain/maintainNotPossible|Notattained/maintained|ContributedToOutcome|Response/compensation|EffectOnOperation|NotSpecified,notattained/maintained,Unknown.,_unknown_personnel_management_personnel_management_personnel_personnel_personnel_personnel_personnel_personnel_personnel_personnel_personnel_personnel_personnel_personnel_person
Which pilots have been involved in the accident of aircraft registered with [Registration_N77618],Pilot_LAX02LA099,pilot_den04la019,N/A - There is no information available on any accidents involving the aircraft registered with Registration_N77618.,pilot_chi01la039a039a039a039a039a039a039a039a039a039a039a039a039a039a039
What is the aircraft manufacturer of the registered aircraft involved in [AccidentNumber_ATL05CA019],Cessna,cessna,N/A,craigaircraft.com/aircraft/craig-aircraft-c-a-2-0-1/craig-aircraft-c-a-2-0-1-aircraft-manufacturer
What is the aircraft model of the registered aircraft involved in [AccidentNumber_CHI04CA113],172K,310p,N/A (Insufficient information provided),c-46b-2a-1b2b1b1b1b1b1b1b1b1b1b1b1b1b1b1b1b1b1b1b1b
What is the Airframe Total Time of the registered aircraft involved in [AccidentNumber_ATL03LA051],19588 Hours at time of accident,___unknown___airframetotaltime,N/A. The Airframe Total Time of the registered aircraft involved in AccidentNumber_ATL03LA051 is not available in the public NTSB database.,1408.0 hours at time of accident.
What could have contributed to the cause of the accident [AccidentNumber_LAX03FA147],PILOT_IN_COMMAND,pilot_in_command,N/A,other_maintenance_personnel_personnel_of_other_aircraft_organizations_personnel_of_other_organizations_personnel_of_unknown_organization_personnel_of_unknown_organization
What caused the accident of aircraft registered with [Registration_N2495C],___Unknown___AircraftIssue|WEATHERCONDITION|___Unknown___EnvironmentalIssue|COMPENSATIONFORWINDCONDITIONS,___unknown___aircraftissue,N/A,unknownpersonnel/equipmentinadequatecondition/maintenancepersonnel/maintenancepersonnel/equipmentinadequatecondition/personnel/personnel/personnel/personnel/personnel/personnel/personnel/person
Who is the registered owner of the registered aircraft involved in [AccidentNumber_IAD05LA009],Adam Van Voorhis,scott revoir,N/A (The provided accident number does not exist in the FAA accident database),The registered owner of the registered aircraft involved in [AccidentNumber_IAD05LA009] is the owner of the registered aircraft.
What could have contributed to the cause of the accident [AccidentNumber_NYC86LA167],OTHERPERSON|OTHER,other,Excessive airspeed and failure to maintain clearance from terrain.,other_maintenance_personnel_personnel_of_other_aircraft_personnel_of_other_aircraft_organizations_personnel_of_other_organizations_personnel_of_other_organizations
Which cities have the accidents of the aircraft registered with [Registration_N55854] occurred in,Montgomery,lindsay,N/A - The question doesn't provide information on any accidents involving Registration_N55854.,"bakersfield,ca;chicago,il;dallas,tx;denver,co;detroit,mi;houston,tx;losangeles,ca;memphis,tn;newyork,ny;philadelphia"
What was the airplane rating of the pilot in the aircraft involved in [AccidentNumber_NYC02LA023],Multi-engineLand;Single-engineSea,multi-engineland;single-engineland,N/A,Single-engineland;single-enginesea;single-enginesea;single-enginesea;single-enginesea;single-enginesea;single-enginesea;single-enginesea;single-
Who is the engine manufacturer of the registered aircraft involved in [AccidentNumber_ANC05FA039],Lycoming,lycoming,N/A,turbomeca.com/engines/turbomeca_tmb-2-2a1-2a1-2a1-2a1-2a1-2a1-2a1-2a
What is the aircraft category of the registered aircraft involved in [AccidentNumber_LAX03LA044],Airplane,airplane,Unknown.,turboprop:aircraft-category_turboprop_aircraft_category_turboprop_aircraft_category_turboprop_aircraft_category_turboprop_aircraft_category_
What was the instructor rating of the pilot in the aircraft involved in [AccidentNumber_SEA02FA023],Airplane Multi-engine; Airplane Single-engine; Instrument Airplane,airplane multi-engine; airplane single-engine; instrument airplane,Commercial Pilot., airplane multi-engine; airplane single-engine; instrument airplane; instrument helicopter; helicopter; airframe; powerplant; instrument flight; commercial; glider; unknown; instrument; flight; helicopter; helicopter; helicopter; helicopter; helicopter; helicopter;
What is the airworthiness certificate of the registered aircraft involved in [AccidentNumber_FTW02LA135],Normal,normal,N/A,normal;utility;single-engineland;single-engineland;single-engineland;single-engineland;single-engineland;single-engineland;single-engineland;single-eng
What could have contributed to the cause of the accident [AccidentNumber_ERA09LA496],NOT_SPECIFIED|PILOT_IN_COMMAND|GROUNDCREW|STUDENT_PILOT|FLIGHTCREW|EffectOnEquipment|ContributedToOutcome,effectonequipment,"The probable cause of AccidentNumber_ERA09LA496 was the pilot's decision to fly into instrument meteorological conditions without maintaining the minimum descent altitude and failure to execute a missed approach, which resulted in controlled flight into terrain. Contributing factors were the lack of recent instrument flight experience by the pilot and the air traffic controller's failure to provide adequate assistance to the pilot.",_unknown_personnel_management_personnel_management_personnel_personnel_personnel_personnel_personnel_personnel_personnel_personnel_personnel_personnel_personnel_personnel_person
Who is the engine manufacturer of the registered aircraft involved in [AccidentNumber_CHI01LA194],Rotax,lycoming,N/A,turbomeca.com/engines/turbomeca_tmb-2-2a1-2a1-2a1-2a1-2a1-2a1-2a1-2a
What was the medical certification of the pilot in the aircraft involved in [AccidentNumber_FTW03FA028],Class 2 Valid Medical--no waivers/lim.,class 2 valid medical--w/ waivers/lim.,Commercial pilot certificate with an airplane single-engine land rating and instrument airplane rating.,Medical with waivers/limitations. No waivers/limitations noted in pilot's medical records. No waivers/limitations noted in medical records of other crewmembers. No waivers/limitations noted in medical records of other aircrewmembers. No waivers
Which cities have the accidents of the aircraft registered with [Registration_N58JM] occurred in,SMITHFIELD,wiltz,N/A (The provided registration number is not valid),"denver,colorado"
What is the engine model of the registered aircraft involved in [AccidentNumber_MIA05CA068],O-470,o-360-j2a,N/A (engine model information is not provided in the accident report),1a-b1a-a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a
What is the engine type of the registered aircraft involved in [AccidentNumber_ANC02LA019],1Reciprocating,1reciprocating,N/A (The provided Accident Number is invalid),turbo-jetb:turbopropjetb
What is the aircraft manufacturer of the registered aircraft involved in [AccidentNumber_CHI04LA001],Cessna,cessna,Cessna,craigaircraft.com/aircraft/craig-aircraft-c-a-2-0-1/craig-aircraft-c-a-2-0-1-aircraft-manufacturer
What could have contributed to the cause of the accident [AccidentNumber_CEN16FA073],PILOT_IN_COMMAND|AbilityTorespond/compensate|EffectOnPersonnel|DecisionRelatedToCondition,pilot_in_command,"Failure of the fuel selector valve to the ""Both"" position, which resulted in fuel starvation to both engines.",_unknown_personnel_management_personnel_management_personnel_personnel_personnel_personnel_personnel_personnel_personnel_personnel_personnel_personnel_personnel_personnel_person
What could have contributed to the cause of the accident [AccidentNumber_LAX84FA130],UNKNOWN|PILOT_IN_COMMAND,other,"An in-flight fire in the cargo area of the aircraft, which was caused by combustion of high-octane motor gasoline carried as cargo.",other_maintenance_personnel_personnel_in_charge_personnel_in_charge_of_maintenance_personnel_in_charge_of_maintenance_personnel_in_charge_of_maintenance
What was the medical certification of the pilot in the aircraft involved in [AccidentNumber_FTW02FA195],Class 2 Valid Medical--w/ waivers/lim.,class 3 valid medical--w/ waivers/lim.,"Commercial pilot certificate with ratings for airplane single-engine land and sea, multi-engine land and sea, and instrument airplane. First-class medical certificate.",Medical with waivers. No waivers in place for accident flight. -> waivers not in effect for accident flight/flight in question/flight in question not in effect -> waivers not in effect for accident flight/flight in question/flight in question not in effect
What is the Airframe Total Time of the registered aircraft involved in [AccidentNumber_FTW04LA229],___Unknown___AirframeTotalTime,___unknown___airframetotaltime,N/A,1408.0 hours at time of accident.
What is the operator of the registered aircraft involved in [AccidentNumber_ATL02FA162],James Rex,john a. jordan,N36WJ LLC,"Cessna Aircraft Company, Inc."
When was the last inspection of the registered aircraft involved in [AccidentNumber_CHI03LA002],Annual,annual,N/A, ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___
What is the landing gear type of the registered aircraft involved in [AccidentNumber_MIA02LA002],Tricycle,tricycle,Retractable tricycle.,tricycle
Who is the engine manufacturer of the registered aircraft involved in [AccidentNumber_DEN04LA020],Honeywell,lycoming,N/A,turbomeca.com/engines/turbomeca_tmb-2-2a1-2a1-2a1-2a1-2a1-2a1-2a1-2a
What is the Airframe Total Time of the registered aircraft involved in [AccidentNumber_DFW05CA079],___Unknown___AirframeTotalTime,___unknown___airframetotaltime,N/A,1408.0 hours at time of accident.
What is the aircraft manufacturer of the registered aircraft involved in [AccidentNumber_DEN04LA001],Elliott,cessna,N/A,craigaircraft.com/craigaircraft/aircraft_manufacturer.asp?id=1&id=2&id=3&id=4&id=5&id=6&id=7&
Which pilots have been involved in the accident of aircraft registered with [Registration_N6626K],Pilot_DFW05CA177,pilot_lax01la299,N/A,pilot_chi01la039a039a039a039a039a039a039a039a039a039a039a039a039a039a039
What is the airworthiness certificate of the registered aircraft involved in [AccidentNumber_CHI03LA045],Normal,normal,Standard,normal;aircraft not required to be registered in Canada;no airworthiness certificates issued for aircraft of this type;no waivers issued for aircraft of this type;no waivers issued for aircraft of this type;no waivers issued for aircraft of this type;
What could have contributed to the cause of the accident [AccidentNumber_FTW98LA200],OTHER,pilot_in_command,Pilot in command's failure to maintain airspeed which led to an in-flight loss of control.,other_maintenance_personnel_personnel_of_other_aircraft_personnel_of_other_aircraft_organizations_personnel_of_other_organizations_personnel_of_unknown_organization
Which pilots have been involved in the accident of aircraft registered with [Registration_N49SJ],Pilot_SEA01TA083,pilot_atl05ca068,N/A,pilot_chi01la039a039a039a039a039a039a039a039a039a039a039a039a039a039a039
What was the condition of light when the accident of aircraft registered with [Registration_N402RW] occurred,Day,day,N/A (There is no information provided about the condition of light during the accident.),"VFR day/night conditions lighted/unlighted,lighted/unlighted,lighted/unlighted,lighted/unlighted,lighted/unlighted,lighted/unlighted,lighted"
What was the certificate of the pilot in the aircraft involved in [AccidentNumber_LAX01LA137],Student,private,Private Pilot Certificate,Private;commercial;private;commercial;private;commercial;private;commercial;private;commercial;private;commercial;private;commercial;private;commercial;private;commercial;private;commercial;private;commercial;private;commercial;private;
Who is the registered owner of the registered aircraft involved in [AccidentNumber_DEN05LA060],Robert A. Brunette,e.d.b. air inc,N/A (The question requires access to a private database of aircraft registration),"The registered owner of the registered aircraft involved in accident number 05la060 is the owner of the registered aircraft, james a. mccullough, d.b.a. mccullough aviation, inc. of lakeland, fl"
What caused the accident of aircraft registered with [Registration_N50554],___Unknown___EnvironmentalIssue|___Unknown___AircraftIssue|REASONFOROCCURRENCEUNDETERMINED,___unknown___environmentalissue,N/A,flightplanning/decisionmaking/decisiononflightpath/decisiontoflight/decisiontoflightwithunknownenvironmentalcondition/environmentalconditionnotknown/unknown/notspecified/unknownenvironmentalcondition/unknownenvironmentalcondition/
Which cities have the accidents of the aircraft registered with [Registration_N9808X] occurred in,SEWARD,planesville,"N/A - There is no information provided about accidents involving Registration_N9808X and therefore, we cannot determine which cities they occurred in.","houston,tx;tampa,fl;atlanta,ga;chicago,il;newyork,ny;washington,dc;losangeles,ca;philadelphia,pa;portland,or;seattle,"
What is the aircraft category of the registered aircraft involved in [AccidentNumber_CHI05LA109],Airplane,airplane,N/A (Insufficient information provided to determine the category of the aircraft),turboprop:turboprop-powered aircraft;turboprop-powered rotorcraft;turboshaft;turboshaft-powered aircraft;turboshaft-powered rotorcraft;turbos
What is the airworthiness certificate of the registered aircraft involved in [AccidentNumber_FTW02LA001],Normal,normal,Standard.,normal;aircraft not required to be registered in Canada;no airworthiness certificates issued for aircraft of this type;no waivers issued for aircraft of this type;no waivers issued for aircraft of this type;no waivers issued for aircraft of this type;
What is the engine type of the registered aircraft involved in [AccidentNumber_LAX03LA123],1Reciprocating,1reciprocating,N/A (The aircraft registration number was not provided in the given AccidentNumber),turbo-jet-turbofan-turboprop-turboshaft-turboshaft-turboshaft-turboshaft-turboshaft-turboshaft
What was the airplane rating of the pilot in the aircraft involved in [AccidentNumber_ATL02LA149],Single-engineLand,single-engineland,N/A,Single-engineland;single-enginesea;single-enginesea;single-enginesea;single-enginesea;single-enginesea;single-enginesea;single-enginesea;single-
What was the airplane rating of the pilot in the aircraft involved in [AccidentNumber_CHI01FA111],Multi-engineLand;Single-engineLand,single-engineland,Private.,Single-engineland;single-enginesea;single-enginesea;single-enginesea;single-enginesea;single-enginesea;single-enginesea;single-enginesea;single-
What could have contributed to the cause of the accident [AccidentNumber_ERA15CA118],FLIGHTCREW|COMPANY_MAINTENANCE_PERSONNEL|INSTRUCTOR/CHECK_PILOT|_UNKNOWN_PERSON|PILOT_IN_COMMAND|STUDENT_PILOT|PILOT_OF_OTHER_AIRCRAFT,pilot_of_other_aircraft,Pilot's improper decision to continue flight into known adverse weather conditions.,_unknown_personnel_management_personnel_management_personnel_management_personnel_management_personnel_management_personnel_management_personnel_management_personnel_management_personnel_management_personnel
What is the aircraft manufacturer of the registered aircraft involved in [AccidentNumber_MIA02LA122],Piper,cessna,Piper,craigaircraft.com/aircraft/craig-aircraft-c-a-2-a.html.html.html.html.html.html.html.html.html.html.html.html.
Who is the registered owner of the registered aircraft involved in [AccidentNumber_SEA04LA048],Steven C. Townsend,"harmon, thomas m.",N/A,The registered owner of the registered aircraft involved in [AccidentNumber_SEA04LA048] is the owner of the registered aircraft.
What could have contributed to the cause of the accident [AccidentNumber_MIA02FA162],UNKNOWN|PILOT_IN_COMMAND,other,Pilot's loss of directional control during landing rollout.,other_maintenance_personnel_personnel_of_other_aircraft_organizations_personnel_of_other_organizations_personnel_of_unknown_organization_personnel_of_unknown_organization
What is the engine type of the registered aircraft involved in [AccidentNumber_MIA05LA066],2Reciprocating,1reciprocating,N/A,turbo-jetb:turbomecaM-21turbomecaM-21turbomecaM-21turbomecaM-21turbomecaM-21turbomecaM-21turb
What is the airworthiness certificate of the registered aircraft involved in [AccidentNumber_SEA01LA124],Normal,normal,N/A,normal;utility;single-engineland;single-engineland;single-engineland;single-engineland;single-engineland;single-engineland;single-engineland;single-eng
What could have contributed to the cause of the accident [AccidentNumber_FTW88LA001],OTHER|OTHERPERSON|OTHER,other,Mechanical failure is suspected to have contributed to the cause of AccidentNumber_FTW88LA001.,other_maintenance_personnel_personnel_in_charge_personnel_in_charge_of_maintenance_personnel_in_charge_of_maintenance_personnel_in_charge_of_maintenance
What is the Airframe Total Time of the registered aircraft involved in [AccidentNumber_ATL04LA114],1159 Hours as of last inspection,___unknown___airframetotaltime,N/A,1408.0 hours at time of accident.
What was the certificate of the pilot in the aircraft involved in [AccidentNumber_CHI05LA050],Private,private,N/A,Private;commercial;flightengineer;commercial;flightengineer;commercial;flightengineer;commercial;flightengineer;commercial;flightengineer;commercial;flightengineer;commercial;flightengineer;commercial;flightengineer;
What could have contributed to the cause of the accident [AccidentNumber_FTW00FA001],PILOT_IN_COMMAND,other,Pilot's loss of directional control during takeoff roll.,other_maintenance_personnel_personnel_of_other_aircraft_organizations_personnel_of_other_organizations_personnel_of_unknown_organization_personnel_of_unknown_organization
What could have contributed to the cause of the accident [AccidentNumber_ERA12LA061],NotSpecified|Attain/maintainNotPossible|Notattained/maintained|CapabilityExceeded|STUDENT_PILOT|FLIGHTCREW|NOT_SPECIFIED|INSTRUCTOR/CHECK_PILOT|PILOT_IN_COMMAND,notattained/maintained,Pilot's failure to maintain clearance from terrain during landing approach.,_unknown_personnel_management_personnel_management_personnel_personnel_personnel_personnel_personnel_personnel_personnel_personnel_personnel_personnel_personnel_personnel_person
What is the Airframe Total Time of the registered aircraft involved in [AccidentNumber_ANC02LA113],___Unknown___AirframeTotalTime,___unknown___airframetotaltime,N/A,1408.0 hours at time of accident.
Which cities have the accidents of the aircraft registered with [Registration_N6574U] occurred in,VanNuys,___unknown___city,"N/A (The question pertains to a specific aircraft with a specific accident registration number, not Registration_N6574U)","Bakersfield,California;Casper,Wyoming;Denver,Colorado;Fresno,California;LasVegas,Nevada;LosAngeles,California;Phoenix,Arizona;SanDiego,California;Tucson"
What was the airplane rating of the pilot in the aircraft involved in [AccidentNumber_LAX01LA163],Single-engineLand,single-engineland,N/A,Single-engineland;single-enginesea;single-enginesea;single-enginesea;single-enginesea;single-enginesea;single-enginesea;single-enginesea;single-
What could have contributed to the cause of the accident [AccidentNumber_FTW92LA125],UNQUALIFIEDPERSON|COPILOT/SECOND_PILOT|PILOT_IN_COMMAND,pilot_in_command,Pilot error.,other_maintenance_personnel_personnel_of_other_aircraft_personnel_of_other_aircraft_organizations_personnel_of_other_organizations_personnel_of_unknown_organization
What was the instructor rating of the pilot in the aircraft involved in [AccidentNumber_DEN03LA062],Airplane Multi-engine; Airplane Single-engine; Helicopter; Instrument Airplane,airplane single-engine,N/A, airplane multi-engine; airplane single-engine; instrument airplane; instrument helicopter; helicopter; airframe; powerplant; instrument flight; commercial; glider; unknown; instrument; flight; helicopter; helicopter; helicopter; helicopter; helicopter; helicopter;
What is the engine type of the registered aircraft involved in [AccidentNumber_FTW04LA001],1Reciprocating,1reciprocating,N/A (The accident number provided is not a valid number),turbo-jet/turbofan/turboprop/turboshaft/turbojet/turbojetcombinedcycle/turbojetcombinedcyclewithturboshaft/turbojetcombined
What is the landing gear type of the registered aircraft involved in [AccidentNumber_LAX02LA147],Tailwheel,tailwheel,Retractable tricycle landing gear.,tricycle
What could have contributed to the cause of the accident [AccidentNumber_WPR13CA256],Response/compensation|EffectOnOperation|EffectOnEquipment|NotSpecified|ContributedToOutcome|AbilityTorespond/compensate|STUDENT_PILOT|FLIGHTCREW|NOT_SPECIFIED|INSTRUCTOR/CHECK_PILOT|PILOT_IN_COMMAND,student_pilot,Maintenance records indicate that the pilot had not completed a flight review in the accident airplane in over 4 years and did not hold an instrument rating. The reason for the pilot’s loss of airplane control could not be determined.,_unknown_personnel_management_personnel_management_personnel_personnel_personnel_personnel_personnel_personnel_personnel_personnel_personnel_personnel_personnel_personnel_person
What could have contributed to the cause of the accident [AccidentNumber_ANC96LA027],OTHER,other,N/A (The accident number is not specific enough to determine any contributing factors),other_maintenance_personnel_personnel_of_other_aircraft_organizations_personnel_of_other_organizations_personnel_of_unknown_organization_personnel_of_unknown_organization
What was the medical certification of the pilot in the aircraft involved in [AccidentNumber_LAX04LA111],Class 3 Valid Medical--w/ waivers/lim.,class 3 valid medical--w/ waivers/lim.,Commercial pilot certificate with an airline transport pilot rating and a first-class medical certificate.,Medical with waivers. No waivers in effect.
What could have contributed to the cause of the accident [AccidentNumber_NYC02LA046],COPILOT/SECOND_PILOT|PILOT_IN_COMMAND,other,N/A (The accident number provided is not enough information to determine the specific circumstances and causes of the accident.),other_maintenance_personnel_personnel_of_other_aircraft_organizations_personnel_of_other_organizations_personnel_of_unknown_organization_personnel_of_unknown_organization
Which pilots have been involved in the accident of aircraft registered with [Registration_N1129A],Pilot_ANC02LA067,pilot_chi03la221,N/A,pilot_chi01la039a039a039a039a039a039a039a039a039a039a039a039a039a039a039
What is the aircraft category of the registered aircraft involved in [AccidentNumber_NYC02LA101],Airplane,airplane,N/A (There is no AccidentNumber_NYC02LA101 in the given information),turboprop:aircraft-category_turboprop_aircraft_category_turboprop_aircraft_category_turboprop_aircraft_category_turboprop_aircraft_category_
What was the condition of light when the accident of aircraft registered with [Registration_N65455] occurred,Day,day,N/A,"VFR day/night conditions lighted/unlighted,lighted/unlighted,lighted/unlighted,lighted/unlighted,lighted/unlighted,lighted/unlighted,lighted"
Which cities have the accidents of the aircraft registered with [Registration_N7510W] occurred in,Milton,eden,N/A - The provided Registration number is not complete.,"denver,colorado"
What was the certificate of the pilot in the aircraft involved in [AccidentNumber_IAD04LA029],Private,commercial,N/A,Private;commercial;flightengineer;commercial;flightengineer;commercial;flightengineer;commercial;flightengineer;commercial;flightengineer;commercial;flightengineer;commercial;flightengineer;commercial;flightengineer;
What is the engine type of the registered aircraft involved in [AccidentNumber_ANC01LA081],4TurboProp,1reciprocating,N/A,turbo-jet-turbofan-turboprop-turboshaft-turboshaft-turboshaft-turboshaft-turboshaft-turboshaft
Which pilots have been involved in the accident of aircraft registered with [Registration_N40129],Pilot_ATL05LA001,pilot_lax05la154,N/A,pilot_chi01la039a039a039a039a039a039a039a039a039a039a039a039a039a039a039
What could have contributed to the cause of the accident [AccidentNumber_FTW85LA070],CHECK_PILOT|OTHERPERSON|PILOT_IN_COMMAND,atcpersonnel_dep/apch,pilot error,other_maintenance_personnel_personnel_of_other_aircraft_personnel_of_other_aircraft_organizations_personnel_of_other_organizations_personnel_of_other_organizations
What is the landing gear type of the registered aircraft involved in [AccidentNumber_LAX04LA111],Retractable-Tricycle,tailwheel,Tri-cycle fixed landing gear.,tricycle
What caused the accident of aircraft registered with [Registration_N40129],___Unknown___EnvironmentalIssue|ENGINEASSEMBLYVALVEEXHAUST|___Unknown___AircraftIssue,___unknown___environmentalissue,N/A,unknownpersonnel/equipmentinadequatecondition/maintenancepersonnel/maintenancepersonnel/equipmentinadequatecondition/personnel/personnel/personnel/personnel/personnel/personnel/personnel/person
What is the operator of the registered aircraft involved in [AccidentNumber_SEA02FA023],US Department of Agriculture,james n. duke,N/A,Cessna Aircraft Co. Inc.
What is the Airframe Total Time of the registered aircraft involved in [AccidentNumber_ANC05FA090],7416 Hours as of last inspection,___unknown___airframetotaltime,N/A,1408.0 hours at time of accident.
What is the serial number of the registered aircraft involved in [AccidentNumber_MIA02LA122],22-449,aa-5a-0207,N/A,3-12-2-8-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-
What could have contributed to the cause of the accident [AccidentNumber_LAX91LA337],OTHERPERSON|OTHER,pilot_in_command,Pilot's loss of directional control during takeoff roll due to failure to maintain proper airspeed.,other_maintenance_personnel_personnel_of_other_aircraft_organizations_personnel_of_other_organizations_personnel_of_unknown_organization_personnel_of_unknown_organization
